Year,GeoFIPS,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2017-01-01,46049,33816,36548,2330,747,25771,85157,1391
2017-01-01,51147,362971,30979,22708,10064,41351,703479,12134
2017-01-01,13177,941716,45415,29443,7243,34417,1337162,10821
2017-01-01,51125,364254,48296,14804,4163,35616,714967,6677
2017-01-01,13233,731532,31150,41910,11854,39933,1305512,15876
2017-01-01,28015,201410,36056,10117,1458,23791,364782,2921
2017-01-01,46123,129244,44446,5450,2353,34586,242230,3892
2017-01-01,13243,107460,31453,6991,2125,36537,219890,2948
2017-01-01,47000,197635872,44950,6708794,3082590,55186,301559853,4041451
2017-01-01,28101,394081,33778,21424,6147,37442,723654,8548
2017-01-01,31019,1529628,51634,49502,28718,48171,2555994,36756
2017-01-01,45027,544385,31979,34000,7702,34104,1087303,11029
2017-01-01,18155,187498,29016,10674,2337,34518,309722,3426
2017-01-01,31145,251580,43499,10750,5502,41696,467611,7493
2017-01-01,47041,474177,38125,19846,6323,43992,756620,8840
2017-01-01,45069,418724,29857,26702,7513,47792,797237,9055
2017-01-01,18053,1337997,38200,66282,29698,44798,2531994,35086
2017-01-01,20171,233049,67868,4943,2320,71065,335471,3424
2017-01-01,45017,301308,37199,14693,4920,45173,546562,6730
2017-01-01,18127,5734857,50615,168544,64274,49843,8530807,81750
2017-01-01,33003,1341311,56486,48109,21172,42201,2717487,31110
2017-01-01,20083,47146,44405,1849,657,30163,82105,1319
2017-01-01,31049,36120,39143,1868,654,23524,73119,1155
2017-01-01,51923,289552,31774,17008,8374,43947,540411,9640
2017-01-01,21171,198043,35747,10611,3629,33210,379307,5803
2017-01-01,31157,920296,41969,36213,18205,45128,1519808,23476
2017-01-01,29197,64434,27926,4514,713,21905,126059,1564
2017-01-01,05011,222239,37936,10853,4027,43522,411720,5052
2017-01-01,05073,125917,34903,6822,1457,38958,238109,2226
2017-01-01,49021,871621,30840,50822,18969,34566,1567332,26187
2017-01-01,05075,275256,33446,16590,4556,38722,554869,6496
2017-01-01,47171,319166,35836,17755,5179,50060,636271,6624
2017-01-01,20101,96802,87016,1546,702,76392,134527,1261
2017-01-01,08061,39366,52095,1367,649,32573,71214,1289
2017-01-01,21059,2324142,40420,100546,49228,45211,4064026,59613
2017-01-01,21103,355302,36736,15994,3135,31470,587552,5479
2017-01-01,21047,1508153,37237,71252,59979,66090,2653190,67213
2017-01-01,35035,1157449,33339,66198,22634,47242,2206952,28295
2017-01-01,39047,613762,37148,28655,12423,41656,1064465,15167
2017-01-01,39091,1196515,41115,45282,20884,49775,1861768,26320
2017-01-01,48275,59462,35560,3683,1195,32994,130968,1951
2017-01-01,21051,237879,29799,20273,4367,40934,604125,5818
2017-01-01,21119,175292,29082,15285,2514,32265,444514,3748
2017-01-01,48293,389863,33679,23517,8219,37639,792035,11987
2017-01-01,32017,96247,35087,5182,1593,40975,181821,2283
2017-01-01,21063,64860,21934,7508,1047,26385,164682,1912
2017-01-01,39095,11814371,44230,431033,221581,56688,19064686,263932
2017-01-01,16069,993628,42907,40374,22821,49040,1732323,27262
2017-01-01,39001,494624,33343,27805,6569,38611,927107,10643
2017-01-01,54101,84341,27011,8363,1879,38202,225891,2363
2017-01-01,38001,90365,59898,2330,1047,52730,139562,1727
2017-01-01,17001,1691001,44055,66094,34829,48442,2911786,42534
2017-01-01,55007,348478,45766,15033,4361,32306,688005,7144
2017-01-01,38077,496640,49749,16277,8104,49136,809769,10875
2017-01-01,15000,47438073,53145,1424203,727706,58136,75689488,920376
2017-01-01,06067,48519212,50445,1527718,690716,68301,77065668,877734
2017-01-01,17173,480105,37692,21752,5371,38638,819880,8576
2017-01-01,36101,2502761,43582,96249,38609,59286,4194683,49162
2017-01-01,53051,231039,40008,13363,3304,45668,534621,4915
2017-01-01,42043,8620984,48733,275831,197162,64269,13442098,226715
2017-01-01,91000,617625483,64526,14802967,7624571,68095,955172678,9888789
2017-01-01,42003,46938521,58965,1220656,756580,68294,71975860,909123
2017-01-01,06039,3647114,38062,155904,51146,60602,5933946,64699
2017-01-01,27079,852073,47571,28151,9579,42621,1339166,13570
2017-01-01,27129,397968,50475,14667,6371,46128,740312,8855
2017-01-01,42061,936144,36339,45374,13757,45439,1648824,18569
2017-01-01,19041,463083,47733,16153,9015,47059,771032,12005
2017-01-01,25001,7829745,70777,213482,103225,49105,15109606,152680
2017-01-01,02105,67914,59277,2139,809,48251,126793,1273
2017-01-01,11001,38184741,78969,695691,793692,110433,54938168,902940
2017-01-01,12033,6894888,40825,313258,152288,50542,12788643,187069
2017-01-01,37115,361672,32655,21577,4155,30206,704597,7717
2017-01-01,13037,76441,24763,6399,1262,40697,158456,1837
2017-01-01,47141,1729361,38079,77366,38449,45901,2946048,48476
2017-01-01,47043,1334243,38766,52785,18325,43429,2046239,25837
2017-01-01,28073,1593147,38885,61426,20927,36788,2388542,29156
2017-01-01,47089,1050776,34289,53732,14454,42712,1842415,20375
2017-01-01,45003,4062837,40893,168256,63870,51783,6880477,81952
2017-01-01,47047,1472185,52993,40065,8609,43882,2123163,15538
2017-01-01,13001,345874,32080,18438,7558,50335,591496,9641
2017-01-01,18017,802715,37284,37905,15481,43302,1413254,18849
2017-01-01,18025,185292,32517,10536,2124,31659,342597,3361
2017-01-01,29053,392506,37778,17643,5555,34491,666521,8292
2017-01-01,40139,701728,44897,20856,9660,56899,936382,12626
2017-01-01,29167,555362,32640,31766,9280,34510,1036856,14080
2017-01-01,22081,172644,38966,8519,2901,43442,331951,4043
2017-01-01,22105,2920105,37474,132322,47405,39353,4958676,64968
2017-01-01,01129,337288,34882,16532,4013,56043,576673,5806
2017-01-01,29011,227688,35305,11809,3391,35575,416912,5590
2017-01-01,29189,39986283,67368,996648,659750,65438,67142042,803218
2017-01-01,16063,115052,33566,5338,1843,46799,179173,2636
2017-01-01,28021,120156,30364,9053,4026,52594,274888,4965
2017-01-01,55127,3047422,47760,102956,45680,45379,4917174,58323
2017-01-01,05067,329064,34236,17057,5824,49909,583967,7377
2017-01-01,29207,559593,36037,29346,10574,36620,1057543,15459
2017-01-01,48267,73865,40848,4406,1482,22439,179978,2950
2017-01-01,40115,557685,34453,31325,12751,37528,1079225,16546
2017-01-01,21045,232407,30367,15794,4227,29853,479620,6506
2017-01-01,40121,860588,36456,44145,17401,45382,1609349,23115
2017-01-01,48091,5229635,56325,140790,58094,42109,7929955,88401
2017-01-01,48029,56019675,43878,1958841,944525,57524,85949659,1205457
2017-01-01,48257,3676574,41440,122845,32843,37581,5090663,52037
2017-01-01,48467,1192350,36756,55202,12088,30936,2028981,21755
2017-01-01,48219,545121,38165,22995,10348,48750,877612,13760
2017-01-01,56023,421452,39981,19259,6722,41611,769988,10709
2017-01-01,10003,19249780,54198,556419,308455,67404,30156725,378664
2017-01-01,35013,4258297,35144,216186,77750,45401,7597698,100148
2017-01-01,48347,1353231,35922,65599,23874,42315,2356445,33001
2017-01-01,35039,634395,33084,39191,10989,32234,1296599,15705
2017-01-01,48363,582036,37631,28575,9375,38090,1075310,14612
2017-01-01,24021,10762927,59455,250959,109189,55222,14920693,144645
2017-01-01,30079,21022,42098,1112,336,30637,46813,636
2017-01-01,26065,6882204,38893,292327,158163,54983,11369376,191574
2017-01-01,21145,1750033,46442,65397,41571,51417,3037190,49058
2017-01-01,39031,677625,33511,36516,10941,41962,1223702,15757
2017-01-01,39035,39410308,52313,1248371,766642,63921,65306575,930245
2017-01-01,54019,692414,32740,43577,11484,40964,1426724,14302
2017-01-01,26001,132077,36624,10323,1993,32283,378069,3218
2017-01-01,26133,436500,34148,23254,7095,45233,794072,10066
2017-01-01,30047,477848,37473,30244,9492,33522,1133339,14678
2017-01-01,36099,742488,37724,34327,13269,49742,1294948,16879
2017-01-01,26129,287893,33065,20944,6206,36062,692509,8572
2017-01-01,08109,91360,28846,6643,1989,27498,191621,3265
2017-01-01,16029,155925,37788,7027,3574,53561,265536,4813
2017-01-01,56009,406590,50044,13744,6105,52686,687805,8651
2017-01-01,38019,120870,57084,3795,1632,45165,216633,2900
2017-01-01,27000,196318755,54919,5568155,2991902,59632,305795021,3743706
2017-01-01,36075,2836048,39285,118426,35261,53158,4652362,44792
2017-01-01,17015,340056,43059,14481,4365,42915,623536,6594
2017-01-01,48323,970421,28590,58227,18792,38700,1664699,24575
2017-01-01,16035,128767,33881,8654,2864,39500,293203,4076
2017-01-01,19105,511120,41572,20684,6734,37206,859876,9893
2017-01-01,06031,3046590,34323,149696,53336,57144,5137941,62009
2017-01-01,42023,106081,45312,4621,2002,48804,209387,2434
2017-01-01,26039,208532,32483,13917,4104,44678,452067,5423
2017-01-01,37035,4102648,43318,157811,92539,48747,6836096,111681
2017-01-01,16007,124815,37484,6031,1834,27807,226065,3262
2017-01-01,13291,339862,35166,23427,7148,36696,823838,10933
2017-01-01,13137,826483,32780,44547,15330,41456,1460247,20308
2017-01-01,13221,339909,36456,14888,2059,42234,542752,3995
2017-01-01,18113,1189195,38037,47384,19070,45206,1802352,24148
2017-01-01,13305,495056,30164,29760,8401,44927,897678,11165
2017-01-01,28093,652932,31072,35635,7511,33427,1107258,12318
2017-01-01,45073,1744628,41722,77437,25271,51874,3230811,33431
2017-01-01,28095,650494,33180,35852,10672,43099,1189573,14253
2017-01-01,45047,1370402,36067,70587,30408,48237,2545840,36830
2017-01-01,49029,419514,49753,11875,2467,34808,590821,4802
2017-01-01,01073,20979888,52128,659546,377561,61446,34380771,466262
2017-01-01,18041,470294,38925,23153,6834,40248,901222,8846
2017-01-01,29135,354721,36487,16022,4144,37570,584595,6729
2017-01-01,49051,1011357,50664,31975,9381,32761,1619967,16194
2017-01-01,05109,168355,31759,10721,2883,32611,340484,4313
2017-01-01,29067,169672,27092,13272,2647,25772,359561,4918
2017-01-01,29085,83583,26925,9421,1429,22469,253657,2812
2017-01-01,05071,426225,28649,26489,9262,38622,758893,11472
2017-01-01,22061,1025643,38492,47465,20405,42548,1827017,27054
2017-01-01,22025,169982,33413,9833,2372,36045,328546,3692
2017-01-01,20123,214511,53613,6191,3343,53381,331919,4902
2017-01-01,53003,509358,45322,22507,6902,44744,1020055,9256
2017-01-01,21219,279663,37222,12200,2915,40051,454104,4862
2017-01-01,48165,528279,35234,20635,6648,49786,727063,11053
2017-01-01,20165,65090,40603,3065,1186,26964,124448,2255
2017-01-01,48069,278605,50578,7760,2711,64901,392486,4008
2017-01-01,48437,216998,43685,7481,2039,61194,326806,3364
2017-01-01,33007,651892,41448,31584,12619,41700,1309088,16915
2017-01-01,48003,597233,45092,17631,7513,64231,795025,9997
2017-01-01,54065,303239,33190,17709,3000,33225,587756,4889
2017-01-01,26161,13694534,56729,369208,214896,61371,20944911,266796
2017-01-01,55037,122863,50884,4356,1106,39912,221650,1723
2017-01-01,55027,2460324,42808,87750,36693,50921,3756417,46528
2017-01-01,29115,231824,37897,12172,4310,37166,461284,6706
2017-01-01,20011,368446,40056,14676,7073,42006,587868,9496
2017-01-01,48287,460279,44829,17139,7525,44104,768329,11900
2017-01-01,39000,344952679,46651,11664129,5622958,55787,544140701,7005100
2017-01-01,48189,577234,30784,34044,12560,39667,1047994,16643
2017-01-01,51036,169746,43500,7000,1873,42372,304502,2621
2017-01-01,26059,895112,34569,45843,13828,44830,1584727,18870
2017-01-01,19145,297072,38926,15263,6238,41489,594127,8109
2017-01-01,39099,5267363,41326,230010,102817,44833,9505414,130210
2017-01-01,17047,152043,39111,6471,2544,41830,253088,3686
2017-01-01,30085,181740,33611,11160,3961,38205,375096,5453
2017-01-01,48061,6330075,27427,423181,147776,36934,11606636,192721
2017-01-01,17169,186347,42046,6976,1759,48504,293314,2855
2017-01-01,42017,29999872,69658,627028,285048,57371,43677410,378221
2017-01-01,54087,232701,32902,14010,3179,29995,460960,5599
2017-01-01,06095,13879414,48364,443877,153413,62571,21467887,199445
2017-01-01,53005,5913318,46034,198453,91401,63141,9135505,110365
2017-01-01,27153,592873,40943,24532,6959,45547,1004402,11323
2017-01-01,53065,825574,37812,44667,11633,39025,1688961,17298
2017-01-01,34003,51116265,81483,933569,481918,70239,76069906,659418
2017-01-01,02150,560587,61157,13519,7277,65971,826782,9542
2017-01-01,37011,287499,34942,17505,7479,34248,611662,10236
2017-01-01,38087,18364,44331,768,182,42906,34046,491
2017-01-01,13195,630186,35261,29277,3620,35855,1032341,7411
2017-01-01,01095,1882989,34579,95609,39186,38153,3306085,50967
2017-01-01,28003,698163,34364,37203,15233,38665,1278457,19694
2017-01-01,13299,567370,32763,35728,17573,43917,1170571,20465
2017-01-01,13007,59430,35725,3180,690,38024,113607,1111
2017-01-01,13265,25704,32719,1622,274,28877,53070,494
2017-01-01,01133,415037,33679,23745,8253,41441,799706,10936
2017-01-01,28147,236238,31271,14523,2790,31473,454143,4892
2017-01-01,31179,251577,43428,9260,4435,45423,402141,6013
2017-01-01,51111,187710,32208,12231,2890,33985,393940,4117
2017-01-01,22037,441512,40843,19408,5242,42061,792676,7915
2017-01-01,22049,272375,32933,15893,3842,41254,523401,5436
2017-01-01,46079,345115,51089,12792,5371,45376,653534,7778
2017-01-01,13245,3995364,36820,201460,126730,56814,7417698,146518
2017-01-01,13301,88008,33231,5292,1682,37875,175860,2440
2017-01-01,55089,4465798,79764,88430,46717,52289,7053507,60027
2017-01-01,08009,65381,41045,3563,1349,26544,146244,2631
2017-01-01,48195,247741,61180,5483,2345,78726,335448,3665
2017-01-01,20175,565028,35581,22199,11556,48599,789857,14127
2017-01-01,08121,107141,38071,4936,1476,29843,187917,3013
2017-01-01,29013,349432,37826,16310,4193,34134,616950,7035
2017-01-01,29047,8024623,46747,242593,114045,53850,11340485,141227
2017-01-01,05139,943527,43507,39420,18781,51566,1715045,24467
2017-01-01,20027,172809,40952,8016,3168,35481,328269,4757
2017-01-01,20061,1023826,46894,33633,29855,67241,1577173,32536
2017-01-01,21001,291659,30140,19294,5161,28432,581515,7977
2017-01-01,51057,233766,40721,11011,4010,35989,448379,5394
2017-01-01,29035,89739,31202,6167,1591,31480,192425,2504
2017-01-01,20139,384710,39172,15830,3158,28172,620086,5706
2017-01-01,21129,76071,31147,6590,1534,36470,205260,2201
2017-01-01,48035,407724,40266,18318,4201,32225,737601,7979
2017-01-01,08045,1646021,55931,59113,27175,47353,3306264,39206
2017-01-01,24027,17810317,75026,319374,183281,71567,23961224,233913
2017-01-01,16037,76842,41476,4152,1598,30312,172208,2757
2017-01-01,50007,6095004,58562,162891,110243,56992,9539269,137009
2017-01-01,39133,4437275,42176,162625,61592,47312,6858796,79292
2017-01-01,39151,9831014,43297,372077,169289,47249,16109672,210788
2017-01-01,48455,241705,33099,14710,2550,30134,486887,4627
2017-01-01,20001,256050,38176,12518,5933,38083,477890,8105
2017-01-01,06081,60100532,117389,768808,426606,118655,90249278,564588
2017-01-01,30111,5061716,49899,159229,86131,53455,7945423,109381
2017-01-01,48495,241658,47719,7574,2890,63812,361422,3867
2017-01-01,26063,620168,43446,31271,11760,42525,1358586,16499
2017-01-01,48407,521264,33448,28242,2399,24292,944628,6073
2017-01-01,56021,3014285,49746,98460,51964,52685,4898034,68988
2017-01-01,29069,437290,32503,30086,10043,29238,977883,13603
2017-01-01,48391,139981,40243,7199,2637,32730,289712,3819
2017-01-01,36055,23536725,51316,742436,405514,58779,38099069,489884
2017-01-01,53067,8069312,48820,280289,120632,56387,13683817,150093
2017-01-01,41015,370012,40885,22676,6988,38554,927100,10426
2017-01-01,19009,133581,45086,5566,1704,38895,250951,3058
2017-01-01,17067,470038,43476,17973,4192,43840,781390,7031
2017-01-01,19107,243453,41300,10149,2462,36343,419156,4425
2017-01-01,41049,269985,38728,11215,6546,56857,434340,7864
2017-01-01,27005,875342,45639,34075,15186,41698,1555148,21001
2017-01-01,27135,448824,47835,15311,8390,48273,732403,11249
2017-01-01,09009,29151902,53605,857794,391758,61627,45981789,507383
2017-01-01,42079,7949453,43015,317624,154800,49489,13662528,184384
2017-01-01,02185,676331,84340,9831,12634,125333,829148,13014
2017-01-01,12075,711830,34477,40306,9801,34884,1389626,14616
2017-01-01,51919,64659455,78430,1185534,714099,84769,92981699,907332
2017-01-01,13039,1079875,34832,53067,18972,54306,1848404,23234
2017-01-01,13183,303884,26268,18773,1180,29234,493138,2303
2017-01-01,47051,902585,37289,41584,13237,39730,1550622,18450
2017-01-01,47093,14588804,47574,460932,253760,54399,21928273,319730
2017-01-01,13111,396647,34431,25336,6875,33464,872352,11473
2017-01-01,13313,2351090,37278,104063,58351,56133,3879280,67474
2017-01-01,13213,709009,28986,39809,9866,42892,1153885,12553
2017-01-01,31181,91447,45263,3520,1147,39735,159326,1934
2017-01-01,18131,310796,42416,12518,4776,47131,530959,6404
2017-01-01,20069,307824,66009,5996,3321,61342,395790,5051
2017-01-01,18045,354730,38205,16410,4840,38084,626952,6602
2017-01-01,47055,631667,37842,29385,11790,38955,1111991,16351
2017-01-01,16005,1901461,36984,85641,37241,40397,3167355,47447
2017-01-01,31021,189898,47778,6537,2102,46449,312328,3395
2017-01-01,29101,1140951,35492,53759,21381,44871,1908008,27363
2017-01-01,31069,33085,39119,1897,706,26696,74209,1266
2017-01-01,49043,2771762,123795,41349,28253,47374,5118813,42124
2017-01-01,48053,1025680,44593,46654,15127,36848,2080453,26410
2017-01-01,08035,17462636,70029,335668,128310,55148,23506657,193771
2017-01-01,39125,425038,38111,18838,4940,38913,717938,7362
2017-01-01,21033,223068,33639,12677,4371,36977,426440,6012
2017-01-01,40131,2624572,43717,91479,28562,43144,3999162,41297
2017-01-01,08037,2246140,73114,54992,34041,50040,4020667,47606
2017-01-01,48493,1390328,42643,49215,8982,29596,2098683,17594
2017-01-01,21000,108153228,40999,4453874,2010691,49570,182604638,2524927
2017-01-01,35053,261546,32718,16885,5996,38924,552446,7862
2017-01-01,38021,108841,46920,4841,2095,34554,227140,3304
2017-01-01,26149,1338771,37161,60819,22211,45709,2260121,28456
2017-01-01,48089,500682,45012,21228,7441,41654,955512,12243
2017-01-01,48013,1048787,35464,49069,13732,41463,1740189,21257
2017-01-01,39069,744229,43622,27163,11630,46868,1184893,15312
2017-01-01,48159,231061,37675,10780,3219,43831,406135,5105
2017-01-01,35045,2548112,33613,126902,50907,48196,4265534,62225
2017-01-01,21025,162925,32834,12931,3305,38066,424575,4101
2017-01-01,36091,9571638,64977,229102,92482,54656,14886361,123513
2017-01-01,56041,497052,38154,20456,8716,43019,780483,11731
2017-01-01,38069,110027,46147,4113,1958,42555,189804,3041
2017-01-01,48247,76830,29753,5245,1850,34839,156053,2701
2017-01-01,32021,70585,36585,4454,1774,50162,162948,2143
2017-01-01,50003,950372,51601,35713,18711,44281,1842824,25192
2017-01-01,24019,766115,44916,32145,11678,47405,1443839,15837
2017-01-01,24045,2424983,40839,102363,47817,52618,4180415,58828
