Year,GeoFIPS,Net_earnings_by_place_of_residence,Percapita_personal_income,Population,Wage_and_salary_employment,Earnings_per_job_avg,Personal_income,Total_employment
2018-01-01,13053,165485,31115,10684,16885,74628,332432,17393
2018-01-01,37025,6655126,45220,211342,81889,44981,9556853,106822
2018-01-01,13173,156559,27561,10340,1647,32814,284984,2570
2018-01-01,46073,65887,54425,2043,1521,46546,111190,2128
2018-01-01,45081,403176,34455,20544,5073,34936,707844,7180
2018-01-01,46055,55606,49880,1918,929,39604,95670,1620
2018-01-01,13259,63558,22771,6199,1507,44609,141155,1985
2018-01-01,28023,314171,36431,15604,3265,33475,568471,5092
2018-01-01,13293,484642,35133,26215,7215,39999,921007,9891
2018-01-01,05143,6249228,40247,236961,120001,50216,9537051,151670
2018-01-01,46029,793469,49518,28015,16879,44416,1387242,21553
2018-01-01,01035,181145,32656,12277,3780,38771,400917,5204
2018-01-01,18105,3724091,42212,146917,74073,48916,6201690,91240
2018-01-01,46095,27859,28152,2042,413,23019,57486,787
2018-01-01,01109,700244,37359,33338,15800,45272,1245466,19590
2018-01-01,05097,125016,30834,8924,1584,29190,275166,2990
2018-01-01,22097,1800553,41191,82764,25961,39302,3409105,36746
2018-01-01,29119,379648,28018,23078,7324,36815,646607,10046
2018-01-01,18053,1416995,40444,65936,29948,47058,2666725,35464
2018-01-01,48125,28102,31586,2249,692,18752,71036,1406
2018-01-01,51127,1169517,70743,22391,4748,36908,1584005,8027
2018-01-01,22061,1060359,40410,47196,20635,43032,1907180,27410
2018-01-01,20141,88416,46018,3475,1531,32760,159912,2692
2018-01-01,30051,48477,40956,2430,734,45306,99522,1159
2018-01-01,04001,1060474,34355,71818,18743,42460,2467333,28206
2018-01-01,29201,796567,40221,38458,16727,43208,1546803,21618
2018-01-01,48105,78923,41472,3499,1616,38828,145110,2457
2018-01-01,48177,503771,43342,20826,7769,48689,902643,11787
2018-01-01,48371,357962,36584,15673,6183,49311,573380,8035
2018-01-01,48433,30374,53416,1362,585,30581,72753,1208
2018-01-01,48363,607856,39125,28875,9480,39475,1129721,14815
2018-01-01,16015,177412,43392,7634,1726,28661,331251,3063
2018-01-01,23023,1044995,51325,35634,16465,52688,1828920,22217
2018-01-01,54021,98001,28917,8026,2108,37060,232091,3141
2018-01-01,21009,930479,36633,44176,17909,39856,1618294,24776
2018-01-01,20207,57244,35561,3183,796,22496,113190,1681
2018-01-01,21207,307117,34343,17821,6103,41625,612022,8607
2018-01-01,54011,2194623,42939,93224,56633,51353,4002931,64568
2018-01-01,48063,291953,38660,13033,3881,45210,503851,5725
2018-01-01,39147,1285522,39681,55207,21121,43971,2190664,27142
2018-01-01,38013,78827,63721,2100,796,46122,133815,1477
2018-01-01,08089,324073,38190,18432,6777,40558,703911,9114
2018-01-01,16029,160825,39146,7060,3572,53942,276368,4836
2018-01-01,41047,8609134,43042,346868,160680,56478,14929947,196761
2018-01-01,48507,172555,29202,11983,3742,38033,349931,4785
2018-01-01,27123,18079490,54934,550210,358460,67881,30225508,423714
2018-01-01,06009,1133104,49893,45602,10469,44889,2275235,17303
2018-01-01,27083,734102,49455,25629,15307,47746,1267472,19415
2018-01-01,41025,138113,39122,7329,2822,36642,286728,4358
2018-01-01,09005,7445748,64949,181111,64523,55944,11763030,97608
2018-01-01,27101,257243,54825,8276,3259,44699,453729,5291
2018-01-01,42073,2161866,43929,86184,31093,47121,3785976,40612
2018-01-01,27113,432407,55399,14178,10717,52448,785442,12755
2018-01-01,37037,2593704,63041,73139,16213,35145,4610745,27816
2018-01-01,12073,8096780,44482,292502,163309,51521,13011019,199969
2018-01-01,37017,577579,34306,33190,14183,42880,1138616,17112
2018-01-01,37141,1263287,35914,62162,12980,36972,2232472,20432
2018-01-01,13055,408897,30946,24790,6650,40479,767141,8900
2018-01-01,46049,44603,42762,2330,755,33122,99636,1414
2018-01-01,47105,1450557,48491,53054,16722,48147,2572634,23377
2018-01-01,28073,1683095,40529,62447,20934,38644,2530895,29331
2018-01-01,47049,279782,32232,18217,5382,35613,587178,8218
2018-01-01,47159,455328,37742,19942,5843,42502,752641,8797
2018-01-01,13115,2134417,38524,97927,42419,49101,3772493,53711
2018-01-01,13229,385281,36065,19389,4562,36138,699257,6508
2018-01-01,28065,157825,30097,11234,1931,31206,338109,3331
2018-01-01,38039,60969,55349,2232,950,41787,123538,1687
2018-01-01,01033,1146671,38378,54762,25860,48897,2101658,31805
2018-01-01,05089,211380,30743,16722,4082,31532,514079,6341
2018-01-01,45043,1324674,47071,62249,25647,44082,2930096,34685
2018-01-01,22119,803255,40175,38798,12601,41692,1558722,17272
2018-01-01,18127,6023133,53130,169594,66071,51187,9010455,84033
2018-01-01,20129,69158,43644,2667,1183,44944,116398,1883
2018-01-01,08063,119866,37274,7163,3049,28991,266997,5099
2018-01-01,48003,697977,50011,18128,8059,70608,906592,10578
2018-01-01,48319,82721,44601,4280,1260,25718,190894,3038
2018-01-01,08011,63111,27574,5882,1262,38032,162188,1885
2018-01-01,48267,77112,43309,4362,1485,23046,188915,2983
2018-01-01,56001,951496,40444,38601,18605,43334,1561185,24104
2018-01-01,35009,1329362,44161,49437,22479,59929,2183197,26478
2018-01-01,48155,20943,42954,1200,431,23060,51545,810
2018-01-01,48151,100240,46444,3839,974,38490,178298,1988
2018-01-01,47115,645954,38450,28575,8241,41710,1098700,11388
2018-01-01,28063,116000,33098,7106,1241,28991,235194,2317
2018-01-01,39041,11328390,74093,204826,94441,60297,15176138,128289
2018-01-01,48429,196259,39289,9433,3403,31166,370612,5977
2018-01-01,05081,226115,34086,12326,3708,49715,420150,4977
2018-01-01,49015,183969,33145,10014,3428,42834,331914,5078
2018-01-01,33007,669585,43098,31589,12620,42491,1361412,17034
2018-01-01,55049,730908,48073,23771,11089,44030,1142733,15908
2018-01-01,39023,3149418,40769,134585,51100,48023,5486879,62434
2018-01-01,16069,1009266,44397,40408,22366,49840,1793985,26930
2018-01-01,21193,421862,38523,26092,11808,45859,1005131,13686
2018-01-01,23007,609485,38544,29897,11465,38736,1152362,15945
2018-01-01,21179,1248614,42442,45851,17061,43056,1945996,22565
2018-01-01,54000,41593423,40873,1805832,730802,51099,73808880,903962
2018-01-01,48269,11543,55661,277,130,48794,15418,243
2018-01-01,26085,130253,31813,11881,1819,33615,377973,2970
2018-01-01,54067,388239,34102,24842,7935,42169,847159,9850
2018-01-01,48315,175210,38063,9928,2155,29644,377893,3746
2018-01-01,00000,11159450000,54446,327167434,154375000,62321,17813035000,200746000
2018-01-01,36021,1857969,55810,59916,22479,44358,3343931,33189
2018-01-01,39105,425319,34067,23106,4038,33198,787162,6377
2018-01-01,50011,1480673,46220,49421,18952,49763,2284259,25590
2018-01-01,30093,1015256,48939,34993,16776,54685,1712512,21482
2018-01-01,36007,4938666,44540,191659,89712,54108,8536497,109057
2018-01-01,41000,127258464,50843,4190713,1993395,58347,213070136,2582370
2018-01-01,53067,8824950,51684,286419,124292,58739,14803331,154519
2018-01-01,19135,199044,43833,7790,3700,50142,341461,5060
2018-01-01,27013,1861079,44383,67427,42858,49608,2992613,51129
2018-01-01,17147,596418,54258,16396,4011,43216,889619,6185
2018-01-01,17055,773912,37355,38701,10001,42394,1445657,14029
2018-01-01,17143,5756107,51135,180621,110942,69372,9236009,127446
2018-01-01,42009,1234198,42889,48176,16712,48140,2066231,23268
2018-01-01,27073,185553,55688,6658,2384,39805,370770,4174
2018-01-01,17153,89716,36146,5463,2021,53065,197466,2680
2018-01-01,27129,386738,51432,14612,6361,44560,751528,8905
2018-01-01,41023,137805,41939,7176,2664,40233,300952,3917
2018-01-01,06021,786124,48613,28047,9484,61371,1363445,12998
2018-01-01,06087,12069307,69355,274255,112196,60944,19021010,157613
2018-01-01,02916,,,,,,,
2018-01-01,02921,,,,,,,
2018-01-01,02928,,,,,,,
2018-01-01,02903,,,,,,,
2018-01-01,02907,,,,,,,
2018-01-01,02919,,,,,,,
2018-01-01,02925,,,,,,,
2018-01-01,02912,,,,,,,
2018-01-01,02920,,,,,,,
2018-01-01,02926,,,,,,,
2018-01-01,02910,,,,,,,
2018-01-01,02232,,,,,,,
2018-01-01,02922,,,,,,,
2018-01-01,02908,,,,,,,
2018-01-01,02901,,,,,,,
2018-01-01,02905,,,,,,,
2018-01-01,02201,,,,,,,
2018-01-01,55901,,,,,,,
2018-01-01,02010,,,,,,,
2018-01-01,02929,,,,,,,
2018-01-01,02231,,,,,,,
2018-01-01,02904,,,,,,,
2018-01-01,02280,,,,,,,
2018-01-01,02923,,,,,,,
2018-01-01,02924,,,,,,,
2016-01-01,12125,159544,19815,15252,3871,40740,302215,4980
2016-01-01,42117,862217,37713,41251,14167,43421,1555681,19713
2016-01-01,12035,2105570,42114,107351,24465,34220,4520955,38006
2016-01-01,37191,2477248,35607,124448,48874,45975,4431172,58856
2016-01-01,51119,224156,46188,10751,3583,36668,496562,5324
2016-01-01,12011,53939282,46394,1912977,848435,48705,88750176,1181116
2016-01-01,13013,1801722,34232,76965,19217,39973,2634635,27641
2016-01-01,13149,206222,29431,11576,2231,47116,340691,3465
2016-01-01,18087,1049913,37117,39109,14475,44884,1451600,22156
2016-01-01,29169,1237694,38053,52393,24084,57108,1993700,27794
2016-01-01,13025,278813,26424,18376,2590,36099,485576,4135
2016-01-01,28000,61199123,35613,2988298,1209910,41809,106423507,1580050
2016-01-01,16067,473024,36981,20654,8087,45199,763810,10697
2016-01-01,18003,10183388,43216,369778,198051,51473,15980208,237816
2016-01-01,33005,2209489,48674,75950,34310,47712,3696805,45111
2016-01-01,29167,524005,31391,31396,9161,33602,985564,13873
2016-01-01,51025,250440,30961,16642,4426,36528,515255,5795
2016-01-01,29217,373404,34170,20652,7545,40042,705686,10739
2016-01-01,28065,146364,27618,11450,1989,28094,316222,3443
2016-01-01,29159,862235,35803,42289,20716,41190,1514064,25787
2016-01-01,45031,1267743,34273,67259,21918,48089,2305166,27273
2016-01-01,23005,10414585,56418,291138,191915,53841,16425314,242923
2016-01-01,35059,65665,32515,4154,1575,33074,135067,2390
2016-01-01,20083,50631,46441,1834,683,31982,85172,1348
2016-01-01,29149,127990,27532,10737,2829,31010,295611,4518
2016-01-01,21003,364262,30508,20738,4992,33084,632670,8107
2016-01-01,05000,64021228,40148,2990410,1279721,44933,120059514,1629237
2016-01-01,17009,130688,31696,6627,4072,49467,210047,4984
2016-01-01,20197,182878,47495,6881,1527,27695,326814,2932
2016-01-01,05081,223412,33104,12421,3835,49493,411182,5070
2016-01-01,49009,21419,37879,1075,440,32186,40720,655
2016-01-01,21143,134470,33519,8084,2577,32326,270970,3517
2016-01-01,20065,56128,41262,2573,1030,24850,106168,2185
2016-01-01,05115,1248171,33012,63876,28851,42815,2108652,35508
2016-01-01,49007,399887,34708,20323,8503,43846,705376,10797
2016-01-01,40093,180552,38290,7733,2472,30521,296100,5085
2016-01-01,26155,1493646,36690,68531,18299,38610,2514413,25607
2016-01-01,48325,1087014,36801,49280,10428,30920,1813549,18256
2016-01-01,40053,107147,44254,4441,1704,38149,196532,3249
2016-01-01,32031,13207814,52326,450142,217029,50993,23554120,282338
2016-01-01,19039,203988,37919,9250,4547,37739,350755,6017
2016-01-01,48425,234645,42809,8672,3956,57095,371239,5762
2016-01-01,36025,820885,35505,45446,15394,43217,1613553,21887
2016-01-01,30105,162762,42376,7539,3611,36363,319472,5025
2016-01-01,36013,2733583,37741,129350,51253,44868,4881841,64436
2016-01-01,36095,709741,37190,31307,9090,44295,1164317,12403
2016-01-01,48473,1278140,37201,50069,17866,42148,1862620,25380
2016-01-01,54025,598677,34931,35539,14254,38021,1241421,18585
2016-01-01,48419,492114,35460,25624,8697,38166,908632,12530
2016-01-01,19133,232632,45989,8790,2979,40704,404240,4501
2016-01-01,54039,4550215,43984,186162,110147,54529,8188143,127353
2016-01-01,50019,577486,41180,26762,11565,38003,1102059,16535
2016-01-01,54097,403949,30184,24676,8276,38575,744822,10811
2016-01-01,27059,1071808,41858,38777,11499,40290,1623141,16341
2016-01-01,56039,1178688,214020,23161,21073,46149,4956918,32061
2016-01-01,19013,3305135,40995,133116,78017,49538,5457086,91606
2016-01-01,42087,964224,36080,46331,16623,45283,1671640,21933
2016-01-01,09003,36640202,60291,894170,539079,74671,53910177,653719
2016-01-01,36061,164282158,165216,1636261,2552106,126243,270336613,3056475
2016-01-01,26083,37586,43200,2139,478,27960,92404,781
2016-01-01,02275,59908,44956,2501,908,44204,112436,1431
2016-01-01,37149,366816,42166,20388,5539,32826,859677,8766
2016-01-01,37039,356390,30122,27805,8547,34686,837541,11963
2016-01-01,37009,454363,34325,26611,7937,34518,913435,12537
2016-01-01,37097,5368583,47134,172552,76023,51363,8133022,98551
2016-01-01,47089,995895,33160,53122,14096,41728,1761521,19643
2016-01-01,13205,396588,32307,22466,7769,40749,725810,10089
2016-01-01,28123,449059,28569,28359,13849,37891,810175,16759
2016-01-01,46000,25564324,48627,862890,450787,47963,41959886,597372
2016-01-01,01089,11020712,48026,356821,208293,60703,17136648,251311
2016-01-01,28097,150433,32095,10236,2906,32625,328529,3977
2016-01-01,01015,2118439,34774,115018,47451,43129,3999593,57686
2016-01-01,29125,142840,31405,8841,1404,21458,277654,3155
2016-01-01,20063,112124,61795,2623,1387,51546,162089,2388
2016-01-01,31101,197934,42981,8092,3693,39419,347799,5458
2016-01-01,29129,63164,32307,3661,856,36610,118275,1784
2016-01-01,55001,361873,36745,19971,4579,41357,733844,6279
2016-01-01,21227,2895569,36302,126493,67278,44825,4591896,83195
2016-01-01,16083,1895705,37089,83747,39023,43115,3106071,50336
2016-01-01,19131,424950,58166,10642,4141,59451,619004,6567
2016-01-01,48345,13922,29494,1169,414,18839,34478,846
2016-01-01,55135,1299346,42894,51308,20719,42744,2200781,27408
2016-01-01,21167,443984,35688,21440,6883,43678,765143,10110
2016-01-01,39015,884367,34167,43637,8883,35957,1490951,14222
2016-01-01,26000,271484101,44868,9951890,4403382,54700,446521148,5575128
2016-01-01,48223,763358,36250,36212,13626,37668,1312703,20024
2016-01-01,48349,922218,35887,48417,17540,33709,1737557,25613
2016-01-01,26113,248184,31603,15028,3891,34839,474927,5876
2016-01-01,36069,3448083,49370,109267,54811,52179,5394472,67752
2016-01-01,21197,181637,29869,12257,2760,30992,366107,3965
2016-01-01,30107,36063,36412,2127,666,40102,77449,1041
2016-01-01,35025,1534962,34132,70254,29515,48980,2397929,36745
2016-01-01,48141,16991259,33321,838014,344203,44790,27923881,430568
2016-01-01,36017,1086045,38546,48317,18857,49665,1862412,24164
2016-01-01,30037,18370,50926,810,240,30519,41250,545
2016-01-01,30000,25797945,43721,1040863,484016,43568,45507927,667552
2016-01-01,40079,819319,30613,49942,13979,39483,1528850,19692
2016-01-01,38089,1343563,60023,30881,19781,61695,1853558,25873
2016-01-01,19175,264898,37761,12368,6504,42118,467029,8236
2016-01-01,48015,870603,48451,29636,11247,39346,1435900,18109
2016-01-01,21195,913829,33043,60422,21462,45281,1996500,25855
2016-01-01,23007,570310,35933,30046,11331,37006,1079632,15598
2016-01-01,27047,675396,40579,30409,12780,40122,1233972,16597
2016-01-01,41049,290535,40059,11229,6335,62185,449821,7607
2016-01-01,17115,2924266,45077,106430,53161,60158,4797541,62615
2016-01-01,23025,968537,36094,50564,17994,44162,1825033,23645
2016-01-01,17045,378804,38261,17518,7379,44480,670261,9378
2016-01-01,05093,594822,28609,42879,19613,41600,1226709,23047
2016-01-01,48105,70757,35792,3647,1632,35488,130532,2513
2016-01-01,54009,474849,37740,22680,8712,45107,855950,10383
2016-01-01,19105,497887,41069,20424,6658,36412,838800,9799
2016-01-01,34029,16675281,48490,590990,175403,47504,28657367,255347
2016-01-01,56045,190171,42585,7213,2518,40260,307165,4043
2016-01-01,38023,55590,47777,2386,936,40010,113995,1752
2016-01-01,13157,1758598,39379,65100,26641,43321,2563569,34215
2016-01-01,13035,427306,31207,23709,6550,36574,739878,8935
2016-01-01,13051,7470697,43299,288633,165480,51758,12497661,199474
2016-01-01,13167,115960,24388,9664,1718,31662,235688,2628
2016-01-01,13059,2206152,31736,124894,77687,49716,3963598,90951
2016-01-01,16007,124542,37331,5926,1801,29154,221226,3166
2016-01-01,31159,499758,45794,17110,6929,40007,783532,10253
2016-01-01,47109,406934,31044,25803,6226,34390,801022,9326
2016-01-01,13099,204510,37001,10292,4684,47154,380815,5881
2016-01-01,01123,803028,38205,40570,14777,36646,1549964,19205
2016-01-01,31025,837089,49379,25630,6208,39842,1265572,9903
2016-01-01,45043,1192437,42897,61604,24690,40961,2642631,33685
2016-01-01,29085,80308,25965,9355,1411,21873,242906,2756
2016-01-01,18119,456009,36924,20901,4822,43856,771758,7244
2016-01-01,29105,634441,32932,35422,14088,38151,1166506,19063
2016-01-01,20157,130897,46784,4660,2210,39422,218013,3463
2016-01-01,18025,181221,31504,10582,2174,30695,333377,3433
2016-01-01,08125,343529,52258,10080,4394,52946,526757,7215
2016-01-01,39161,678147,38295,28177,11528,41955,1079039,14809
2016-01-01,08121,118349,40130,4836,1443,35180,194068,2920
2016-01-01,21087,174997,32496,10990,2028,22767,357126,4108
2016-01-01,20013,220530,41224,9633,5428,42064,397111,6968
2016-01-01,55031,990491,39439,43351,17609,47416,1709739,21489
2016-01-01,23013,978439,47092,39788,18540,41484,1873707,27899
2016-01-01,40119,1716081,34461,81799,37429,41611,2818899,49034
2016-01-01,21077,163119,29388,8711,2812,46196,255998,3394
2016-01-01,20155,1320870,37198,63184,28245,40194,2350347,36789
2016-01-01,55097,1891268,42164,70425,38016,48153,2969430,46273
2016-01-01,19103,4762277,49104,146858,97218,51937,7211254,116146
2016-01-01,20021,420787,35505,20232,6443,43631,718341,8760
2016-01-01,21075,80629,31623,6190,2241,37715,195744,2889
2016-01-01,40087,1077620,41891,38611,9671,33092,1617452,16699
2016-01-01,39151,9498482,41709,373449,168137,45502,15576146,209105
2016-01-01,51181,158824,40414,6553,2503,76333,264833,3195
2016-01-01,55137,511187,38044,24090,6329,35588,916487,9455
2016-01-01,06079,8766878,53041,281958,121646,53339,14955432,169817
2016-01-01,36123,512065,36726,25023,7684,37488,919000,12103
2016-01-01,26029,632598,47614,26202,11123,44558,1247593,15606
2016-01-01,19009,124130,42987,5629,1747,35140,241973,3116
2016-01-01,40039,647495,36324,29157,13177,42142,1059099,18348
2016-01-01,20099,426903,38866,20313,11565,37524,789487,14350
2016-01-01,48335,122636,28915,8477,2355,31631,245110,3758
2016-01-01,50000,18594056,50796,623644,326993,48020,31678529,433808
2016-01-01,06071,50597660,37592,2134174,770457,52028,80228377,992797
2016-01-01,06001,77368342,67567,1650306,806538,77935,111506378,1041541
2016-01-01,32009,21376,43768,826,376,37062,36152,547
2016-01-01,19163,5502851,50263,172223,94482,49376,8656442,113171
2016-01-01,17169,183696,41369,7029,1753,47914,290784,2862
2016-01-01,41011,1219221,40609,63347,23849,45231,2572481,31076
2016-01-01,40127,163533,31258,11050,3068,28597,345400,5197
2016-01-01,19123,506104,39176,22172,8605,41132,868603,11551
2016-01-01,42101,55805761,54408,1576390,730666,91859,85767703,877051
2016-01-01,54019,666945,31469,44167,11533,39752,1389897,14218
2016-01-01,91000,590790796,62139,14759146,7556608,66042,917117025,9775870
2016-01-01,34027,31841078,90853,494046,311186,87289,44885619,399961
2016-01-01,19097,469352,41817,19387,6708,33295,810707,10446
2016-01-01,40137,904710,38452,44037,15107,40858,1693314,23007
2016-01-01,54041,307322,35567,16283,6820,43729,579136,9004
2016-01-01,19171,429963,42296,17191,5926,36763,727111,8746
2016-01-01,34000,373015898,62701,8874516,4123124,67827,556439938,5391704
2016-01-01,42067,613890,39453,24556,6849,42382,968808,10709
2016-01-01,37179,7787683,47809,226383,66271,43854,10823127,94923
2016-01-01,37061,1097872,31797,59260,20711,42931,1884297,26039
2016-01-01,12057,38945493,43617,1380991,722623,56012,60234055,902696
2016-01-01,13219,1525669,60296,36871,12830,40432,2223192,20006
2016-01-01,13139,5067795,39946,196523,88171,50270,7850234,111258
2016-01-01,47165,5707093,45083,179143,56265,46786,8076302,83281
2016-01-01,13221,324748,35391,14710,1958,42493,520599,3749
2016-01-01,13185,2306529,34869,114342,56778,43038,3987030,68372
2016-01-01,47041,460622,37704,19460,6269,43468,733714,8749
2016-01-01,45065,115529,33977,9578,1830,35727,325435,2781
2016-01-01,13077,4304605,43253,140419,40423,38868,6073574,58275
2016-01-01,28067,1287004,35687,68462,29299,43712,2443186,36906
2016-01-01,28117,395443,29116,25395,7840,33819,739398,10363
2016-01-01,01021,843580,32204,43896,10445,35087,1413607,14825
2016-01-01,13243,97211,28739,7154,2070,34840,205602,2888
2016-01-01,45055,1508955,38575,64283,18478,41802,2479699,24933
2016-01-01,47123,789384,31572,45879,14802,41615,1448470,19630
2016-01-01,28009,122326,28097,8253,1143,25749,231888,2160
2016-01-01,29163,331472,33392,18495,6112,37496,617589,8850
2016-01-01,47065,11397052,48244,357858,209544,57955,17264638,255378
2016-01-01,47069,355380,27863,25477,6969,38768,709860,9626
2016-01-01,18131,293749,40768,12598,4662,44855,513592,6297
2016-01-01,29083,440830,39277,21602,8047,39448,848466,11252
2016-01-01,46129,112001,43237,5494,2401,36500,237545,3354
2016-01-01,05143,5683623,37737,228438,114434,48610,8620615,143757
2016-01-01,18117,364653,34191,19460,8121,37914,665351,10294
2016-01-01,29107,738728,39606,32516,9421,35292,1287814,13930
2016-01-01,18053,1357957,37500,66680,29543,46211,2500500,34740
2016-01-01,20187,56333,48489,2089,937,39404,101294,1564
2016-01-01,51193,341933,40239,17637,3887,29393,709697,6074
2016-01-01,29229,265332,30329,18260,4581,27063,553816,7994
2016-01-01,05001,504278,43755,18145,10590,49335,793930,13088
2016-01-01,51131,259326,44304,12021,5115,38142,532582,6970
2016-01-01,08015,387589,42419,19089,7933,34836,809743,12445
2016-01-01,39049,40930204,47918,1274580,804091,60532,61075613,965366
2016-01-01,35041,408270,37083,19143,6335,42146,709881,8275
2016-01-01,26077,7350615,45350,261317,125619,55310,11850689,153155
2016-01-01,05065,170783,28725,13486,3556,30817,387380,5525
2016-01-01,21179,1229907,40958,45495,16472,39586,1863403,21885
2016-01-01,40103,259771,38953,11393,4986,39577,443796,7358
2016-01-01,20087,512240,40659,18842,4059,34205,766095,7039
2016-01-01,21000,104247120,39638,4438229,1997083,48256,175920513,2498410
2016-01-01,21217,428492,32944,25442,12668,35799,838160,15568
2016-01-01,48019,473694,41072,21705,3564,25709,891469,8067
2016-01-01,48121,33043421,52275,807883,244506,46379,42231711,377169
2016-01-01,40043,115203,40642,4885,1806,35919,198537,3539
2016-01-01,35057,211263,29114,15515,3481,34920,451701,5290
2016-01-01,48009,256321,45567,8780,1968,28969,400076,4556
2016-01-01,55057,532762,35127,26348,9398,42545,925531,12501
2016-01-01,48307,125024,34675,8127,3035,31641,281805,4923
2016-01-01,55125,507226,49950,21483,8113,41377,1073077,12417
2016-01-01,38039,71936,57999,2257,1020,46450,130903,1767
2016-01-01,24029,500119,55909,19662,8598,43982,1099276,12052
2016-01-01,26013,127044,30913,8548,2867,44665,264245,3531
2016-01-01,39013,1403624,36586,68584,24809,42763,2509200,31007
2016-01-01,48339,22898628,55493,555703,182088,52582,30837487,265580
2016-01-01,17077,1131164,34304,58776,29274,48386,2016274,35243
2016-01-01,17203,1295403,49804,38925,10635,45184,1938639,15573
2016-01-01,42089,4200846,39509,166421,59525,47957,6575064,76875
2016-01-01,98000,1957244836,55805,55684592,25365110,66362,3107493728,33020024
2016-01-01,54077,651842,33115,33763,7977,38627,1118068,11768
2016-01-01,17073,1317169,43076,49511,15144,42427,2132719,20877
2016-01-01,27000,189345008,53209,5523409,2956009,58188,293893860,3698363
2016-01-01,06035,616432,36253,30906,10643,60319,1120421,13012
2016-01-01,53033,111029407,79742,2166602,1395236,82706,172768856,1711861
2016-01-01,30083,429264,54128,11410,6060,53865,617605,8456
2016-01-01,48351,246741,30259,14159,1492,26519,428436,2612
2016-01-01,19115,265097,37414,11212,4025,38994,419483,5651
2016-01-01,42109,918796,38721,40452,17417,40708,1566362,22946
2016-01-01,27093,557601,40670,23052,7713,36856,937535,11500
2016-01-01,34005,17570190,57802,446108,223836,61451,25785992,278909
2016-01-01,34023,32738548,56526,825907,443129,69753,46684949,545136
2016-01-01,17191,373790,38453,16549,4600,38194,636360,8243
2016-01-01,27021,548595,44024,29015,10809,32227,1277345,15883
2016-01-01,37137,234313,39184,12769,3545,30805,500339,5249
2016-01-01,37047,793311,30496,56279,16873,35680,1716269,22668
2016-01-01,37129,5255922,42769,224789,117767,45537,9613917,153238
2016-01-01,12039,782823,32160,46051,13129,37870,1480992,18193
2016-01-01,37000,266793493,42651,10156679,4589226,52101,433195584,5828879
2016-01-01,12093,633195,29138,40716,12079,41075,1186379,15620
2016-01-01,46009,125431,33875,6950,1925,33807,235429,3335
2016-01-01,46083,2511164,65179,54558,22214,52427,3556052,31667
2016-01-01,51931,3095916,61603,88818,45133,44312,5471433,56676
2016-01-01,46095,20513,23912,2076,402,15828,49642,755
2016-01-01,13161,234913,28567,14955,4791,36711,427221,6199
2016-01-01,51043,548973,62428,14296,4223,39826,892468,6993
2016-01-01,31125,73976,37216,3563,1198,36699,132599,1909
2016-01-01,47167,1461763,36399,61210,12239,38732,2227984,18000
2016-01-01,28141,321805,31468,19448,6549,36198,611995,8256
2016-01-01,28163,370776,26840,27925,7012,37367,749503,9986
2016-01-01,28113,584156,29716,39638,15706,33699,1177889,21072
2016-01-01,13033,445717,33580,22581,10991,74846,758261,13425
2016-01-01,29043,2123431,37767,84160,18562,31855,3178448,30680
2016-01-01,31085,33808,55907,890,244,53940,49757,548
2016-01-01,31141,996075,46730,33028,19442,50875,1543391,24261
2016-01-01,13199,369251,32739,21076,5507,35731,690010,8227
2016-01-01,31171,32066,62337,727,315,57972,45319,564
2016-01-01,31023,207220,43999,7996,2799,35386,351818,4703
2016-01-01,01023,247340,35676,13049,3791,47981,465536,5189
2016-01-01,20161,1918311,39854,75163,33703,44217,2995570,40916
2016-01-01,20181,120683,38263,5954,2725,33952,227818,3898
2016-01-01,20101,96200,83280,1593,713,75247,132665,1269
2016-01-01,29179,79202,31492,6352,2116,33644,200035,2892
2016-01-01,20105,56030,37277,3082,1017,28349,114888,1810
2016-01-01,48031,274512,47445,11323,3552,34295,537218,6885
2016-01-01,55133,18263484,67478,398561,254798,61257,26894237,308225
2016-01-01,39135,964291,37549,41137,11247,40709,1544637,15965
2016-01-01,48375,3019854,40158,120824,83648,53300,4851996,101065
2016-01-01,20017,60567,43881,2631,965,36187,115451,1620
2016-01-01,10003,18507122,51859,555403,307963,65064,28802867,376032
2016-01-01,30019,30150,39754,1735,727,26236,68974,1295
2016-01-01,48267,88836,42915,4415,1480,27341,189469,3002
2016-01-01,20041,417123,38402,18955,6909,37906,727912,9711
2016-01-01,48491,18227055,46300,527474,170041,50693,24421912,246488
2016-01-01,40035,251631,33932,14468,5839,36303,490922,8337
2016-01-01,32033,233526,39294,9721,4110,56693,381976,5225
2016-01-01,42027,4435813,42183,162062,97956,49761,6836228,117504
2016-01-01,49037,196758,24069,15343,4494,36447,369297,6380
2016-01-01,54003,2993724,38466,113476,35819,44852,4364933,45555
2016-01-01,31117,20331,57348,503,132,58404,28846,322
2016-01-01,51027,299968,31640,22118,6955,48169,699824,8207
2016-01-01,17157,614556,34208,32416,12299,44041,1108892,15369
2016-01-01,06085,127150605,92505,1929581,1114935,118424,178495972,1370610
2016-01-01,24043,4118330,44355,149665,71309,50028,6638338,86589
2016-01-01,36029,27082719,47382,918479,488179,56834,43519017,575241
2016-01-01,24015,2940681,44440,102567,34160,52053,4558042,43760
2016-01-01,48387,226636,38781,12190,2923,26867,472738,5365
2016-01-01,06017,7706431,62864,186082,57876,50932,11697939,88339
